Lig	Rec	LigRec	pathway	evidence
PDYN	ADRA2A	PDYN_ADRA2A	undefined	32196115;
GNAI2	ADRA2A	GNAI2_ADRA2A	undefined	7887906
AGT	ADRA2A	AGT_ADRA2A	undefined	32196115;
CXCL12	ADRA2A	CXCL12_ADRA2A	undefined	32196115;
CXCL3	ADRA2A	CXCL3_ADRA2A	undefined	32196115;
CCL5	ADRA2A	CCL5_ADRA2A	undefined	32196115;
CXCL11	ADRA2A	CXCL11_ADRA2A	undefined	32196115;
NMS	ADRA2A	NMS_ADRA2A	undefined	32196115;
APLN	ADRA2A	APLN_ADRA2A	undefined	32196115;
SST	ADRA2A	SST_ADRA2A	undefined	32196115;
INSL5	ADRA2A	INSL5_ADRA2A	undefined	32196115;
NPY	ADRA2A	NPY_ADRA2A	undefined	32196115;
CCL25	ADRA2A	CCL25_ADRA2A	undefined	32196115;
POMC	ADRA2A	POMC_ADRA2A	undefined	32196115;
SAA1	ADRA2A	SAA1_ADRA2A	undefined	32196115;
CXCL8	ADRA2A	CXCL8_ADRA2A	undefined	32196115;
PYY	ADRA2A	PYY_ADRA2A	undefined	32196115;
CCL16	ADRA2A	CCL16_ADRA2A	undefined	32196115;
CXCL2	ADRA2A	CXCL2_ADRA2A	undefined	32196115;
CXCL13	ADRA2A	CXCL13_ADRA2A	undefined	32196115;
CXCL10	ADRA2A	CXCL10_ADRA2A	undefined	32196115;
PPBP	ADRA2A	PPBP_ADRA2A	undefined	32196115;
PMCH	ADRA2A	PMCH_ADRA2A	undefined	32196115;
CXCL5	ADRA2A	CXCL5_ADRA2A	undefined	32196115;
CCL19	ADRA2A	CCL19_ADRA2A	undefined	32196115;
PNOC	ADRA2A	PNOC_ADRA2A	undefined	32196115;
APP	ADRA2A	APP_ADRA2A	undefined	32196115;
CXCL1	ADRA2A	CXCL1_ADRA2A	undefined	32196115;
NPB	ADRA2A	NPB_ADRA2A	undefined	32196115;
PPY	ADRA2A	PPY_ADRA2A	undefined	32196115;
CXCL9	ADRA2A	CXCL9_ADRA2A	undefined	32196115;
CXCL16	ADRA2A	CXCL16_ADRA2A	undefined	32196115;
CCL20	ADRA2A	CCL20_ADRA2A	undefined	32196115;
NPW	ADRA2A	NPW_ADRA2A	undefined	32196115;
PENK	ADRA2A	PENK_ADRA2A	undefined	32196115;
CCL28	ADRA2A	CCL28_ADRA2A	undefined	32196115;
RLN3	ADRA2A	RLN3_ADRA2A	undefined	32196115;
PF4	ADRA2A	PF4_ADRA2A	undefined	32196115;
CORT	ADRA2A	CORT_ADRA2A	undefined	32196115;
ANXA1	ADRA2A	ANXA1_ADRA2A	undefined	32196115;
PMCH	MCHR2	PMCH_MCHR2	undefined	11416225;10471841,11404457,11416225,11404457,11274220,11478907,11839762
PDGFC	FLT1	PDGFC_FLT1	undefined	32196115;
VEGFC	FLT1	VEGFC_FLT1	undefined	32196115;
PLG	FLT1	PLG_FLT1	undefined	32196115;
VEGFD	FLT1	VEGFD_FLT1	undefined	32196115;
SORBS1	ITGA1	SORBS1_ITGA1	undefined	32196115;
VEGFD	ITGA1	VEGFD_ITGA1	undefined	32196115;
MATN1	ITGA1	MATN1_ITGA1	undefined	10196235
PLA2G10	PLA2R1	PLA2G10_PLA2R1	undefined	26198319,32196115;11019817,11
FBN1	ITGB6	FBN1_ITGB6	undefined	32196115;
FYN	THY1	FYN_THY1	undefined	25416548
SFTPD	LY96	SFTPD_LY96	undefined	18991397;
BGN	LY96	BGN_LY96	undefined	32196115;
CSF2	CSF1R	CSF2_CSF1R	undefined	26198319,32196115,32103204;
GNAS	ADCY8	GNAS_ADCY8	undefined	32196115;
GNAI2	ADCY8	GNAI2_ADCY8	undefined	32196115;
B2M	CD1A	B2M_CD1A	undefined	12833155
GNAS	HTR6	GNAS_HTR6	undefined	11916537
IL24	IL10RB	IL24_IL10RB	undefined	20061404;
UCN3	IL10RB	UCN3_IL10RB	undefined	11416224
PIP	NPTN	PIP_NPTN	undefined	32196115;
GPI	AMFR	GPI_AMFR	undefined	12527360;12527360,17
GHRL	PTGIR	GHRL_PTGIR	undefined	32103204
GNAS	PTGIR	GNAS_PTGIR	undefined	26198319,32196115;12488443
DEFB103B	CCR2	DEFB103B_CCR2	undefined	23390582
CCL11	CCR2	CCL11_CCR2	undefined	12554737;12554737,15207250,11264152
DEFB103A	CCR2	DEFB103A_CCR2	undefined	23390582
CCL24	CCR2	CCL24_CCR2	undefined	15207250
DEFB106A	CCR2	DEFB106A_CCR2	undefined	23938203
GNAI2	CCR5	GNAI2_CCR5	undefined	15251452
S100A4	CCR5	S100A4_CCR5	undefined	30713770
CCL14	CCR5	CCL14_CCR5	undefined	11085751;12964882,16298345,11085751
CCL11	CCR5	CCL11_CCR5	undefined	10699158
CCL16	CCR5	CCL16_CCR5	undefined	11470772
CCL3L3	CCR5	CCL3L3_CCR5	undefined	10364178
IL16	CCR5	IL16_CCR5	undefined	32196115;
MDK	GPC2	MDK_GPC2	undefined	32196115;
FGF19	FGFR4	FGF19_FGFR4	undefined	16597617
FGF21	FGFR4	FGF21_FGFR4	undefined	22442730;16597617,22
FGF3	FGFR4	FGF3_FGFR4	undefined	8663044
IL16	GRIN2C	IL16_GRIN2C	undefined	26198319,32196115,32103204;10479680
PLAU	ITGA5	PLAU_ITGA5	undefined	32196115;
FGG	ITGA5	FGG_ITGA5	undefined	26198319,32196115;15031111
FGA	ITGA5	FGA_ITGA5	undefined	15031111
VEGFD	ITGA5	VEGFD_ITGA5	undefined	32196115;
FGB	ITGA5	FGB_ITGA5	undefined	26198319,32196115;15031111
ANGPT1	ITGA5	ANGPT1_ITGA5	undefined	15781448
COL18A1	ITGA5	COL18A1_ITGA5	undefined	12682293;12682293,11
ADAM15	ITGA5	ADAM15_ITGA5	undefined	9914169;9914169,952
ADAM17	ITGA5	ADAM17_ITGA5	undefined	14970227
ANGPTL3	ITGA5	ANGPTL3_ITGA5	undefined	11877390
GNAS	ADCY9	GNAS_ADCY9	undefined	32196115;
GNAI2	ADCY9	GNAI2_ADCY9	undefined	32196115;
SOST	LRP5	SOST_LRP5	undefined	15778503
DKK1	LRP5	DKK1_LRP5	undefined	11516963,19746449,21984209;11516963
PSEN1	NCSTN	PSEN1_NCSTN	undefined	10993067;10993067,13
CGB5	LHCGR	CGB5_LHCGR	undefined	26441830
GNAI2	LHCGR	GNAI2_LHCGR	undefined	10493819
CGB3	LHCGR	CGB3_LHCGR	undefined	24554412;
GNAS	LHCGR	GNAS_LHCGR	undefined	10493819
PROS1	MERTK	PROS1_MERTK	undefined	25624460
GNAI2	CXCR1	GNAI2_CXCR1	undefined	8662698;8662698,89
FN1	IL17RC	FN1_IL17RC	undefined	32196115;
CCL4	CCR1	CCL4_CCR1	undefined	10699158
CCL18	CCR1	CCL18_CCR1	undefined	32103204
PLAU	ITGB5	PLAU_ITGB5	undefined	32196115;
EDIL3	ITGB5	EDIL3_ITGB5	undefined	32196115;
SORBS1	ITGB5	SORBS1_ITGB5	undefined	32196115;
TLN1	ITGB5	TLN1_ITGB5	undefined	32196115;
COL4A2	ITGB5	COL4A2_ITGB5	undefined	32196115;
ADAM9	ITGB5	ADAM9_ITGB5	undefined	11162558
COL18A1	ITGB5	COL18A1_ITGB5	undefined	32196115;
LTBP3	ITGB5	LTBP3_ITGB5	undefined	12358597
LTBP1	ITGB5	LTBP1_ITGB5	undefined	12358597
SHH	HHIP	SHH_HHIP	undefined	10050855
VEGFD	ITGA2	VEGFD_ITGA2	undefined	32196115;
MMP1	ITGA2	MMP1_ITGA2	undefined	11359774;11359774,11
HSPG2	ITGA2	HSPG2_ITGA2	undefined	15240572
NUCB2	ERAP1	NUCB2_ERAP1	undefined	32196115;
IL22	IL22RA2	IL22_IL22RA2	undefined	11390453
GNAS	ADCY1	GNAS_ADCY1	undefined	32196115;
GNAI2	ADCY1	GNAI2_ADCY1	undefined	2121366
FN1	TNFRSF11B	FN1_TNFRSF11B	undefined	15799029
RLN2	RXFP2	RLN2_RXFP2	undefined	11809971;11809971,15649866,12506116,15649866
RIMS1	SLC18A2	RIMS1_SLC18A2	undefined	32196115;
CXCL12	AVPR1A	CXCL12_AVPR1A	undefined	29386406
VIP	AVPR1A	VIP_AVPR1A	undefined	32103204
FAT4	DCHS1	FAT4_DCHS1	undefined	24056717;24056717, 21303848
NPY	MC4R	NPY_MC4R	undefined	26198319,32196115;12015205
ASIP	MC4R	ASIP_MC4R	undefined	9058374
ADM	GPR182	ADM_GPR182	undefined	7592696
B2M	CD3D	B2M_CD3D	undefined	32196115;
HLA-A	CD3D	HLA-A_CD3D	undefined	32196115;
HLA-C	CD3D	HLA-C_CD3D	undefined	31848223;
HLA-B	CD3D	HLA-B_CD3D	undefined	32196115;
PDYN	MTNR1A	PDYN_MTNR1A	undefined	32196115;
GNAI2	MTNR1A	GNAI2_MTNR1A	undefined	10598579;10598579,17
AGT	MTNR1A	AGT_MTNR1A	undefined	32196115;
CXCL12	MTNR1A	CXCL12_MTNR1A	undefined	32196115;
CCL5	MTNR1A	CCL5_MTNR1A	undefined	32196115;
CXCL11	MTNR1A	CXCL11_MTNR1A	undefined	32196115;
NMS	MTNR1A	NMS_MTNR1A	undefined	32196115;
APLN	MTNR1A	APLN_MTNR1A	undefined	32196115;
NPY	MTNR1A	NPY_MTNR1A	undefined	32196115;
CCL25	MTNR1A	CCL25_MTNR1A	undefined	32196115;
POMC	MTNR1A	POMC_MTNR1A	undefined	32196115;
SAA1	MTNR1A	SAA1_MTNR1A	undefined	32196115;
CALR	MTNR1A	CALR_MTNR1A	undefined	17215244
CXCL8	MTNR1A	CXCL8_MTNR1A	undefined	32196115;
PYY	MTNR1A	PYY_MTNR1A	undefined	32196115;
CCL16	MTNR1A	CCL16_MTNR1A	undefined	32196115;
CXCL2	MTNR1A	CXCL2_MTNR1A	undefined	32196115;
CXCL10	MTNR1A	CXCL10_MTNR1A	undefined	32196115;
PMCH	MTNR1A	PMCH_MTNR1A	undefined	32196115;
CCL19	MTNR1A	CCL19_MTNR1A	undefined	32196115;
CXCL1	MTNR1A	CXCL1_MTNR1A	undefined	32196115;
NPB	MTNR1A	NPB_MTNR1A	undefined	32196115;
PPY	MTNR1A	PPY_MTNR1A	undefined	32196115;
CXCL9	MTNR1A	CXCL9_MTNR1A	undefined	32196115;
CCL20	MTNR1A	CCL20_MTNR1A	undefined	32196115;
NPW	MTNR1A	NPW_MTNR1A	undefined	32196115;
PENK	MTNR1A	PENK_MTNR1A	undefined	32196115;
CCL28	MTNR1A	CCL28_MTNR1A	undefined	32196115;
RLN3	MTNR1A	RLN3_MTNR1A	undefined	32196115;
CORT	MTNR1A	CORT_MTNR1A	undefined	32196115;
ANXA1	MTNR1A	ANXA1_MTNR1A	undefined	32196115;
SPP1	PTGER4	SPP1_PTGER4	undefined	32103204
TAC1	TACR3	TAC1_TACR3	undefined	9272936;9272936,1312036,9190866,11226387
TAC3	TACR3	TAC3_TACR3	undefined	11226387;7557266,8990205,1312036,2176308,9190866,11226387,8990205,10189055,10866201
TAC4	TACR3	TAC4_TACR3	undefined	11786503
GNAS	PTGDR	GNAS_PTGDR	undefined	26198319,32196115;12672054
TAC3	TACR1	TAC3_TACR1	undefined	8925404;8925404,9190866,12727971
LRPAP1	LRP8	LRPAP1_LRP8	undefined	12899622
RELN	LRP8	RELN_LRP8	undefined	12899622;12899622,10571240,12899622,12670700,12167620
SORBS1	INSR	SORBS1_INSR	undefined	11374898
AHSG	INSR	AHSG_INSR	undefined	7906861
ARF1	INSR	ARF1_INSR	undefined	9197239
GIP	INSR	GIP_INSR	undefined	32196115;
IGF2	INSR	IGF2_INSR	undefined	9281335;9281335,972
F2	GP9	F2_GP9	undefined	2207326
DKK1	KREMEN2	DKK1_KREMEN2	undefined	12050670
SLIT2	ROBO4	SLIT2_ROBO4	undefined	15894287
FN1	ROBO4	FN1_ROBO4	undefined	1972721;
ACE2	SLC6A19	ACE2_SLC6A19	undefined	22677001,32500793
GHRH	ADRB2	GHRH_ADRB2	undefined	32196115;
AVP	ADRB2	AVP_ADRB2	undefined	32196115;
PTHLH	ADRB2	PTHLH_ADRB2	undefined	32196115;
TF	ADRB2	TF_ADRB2	undefined	32196115;
POMC	ADRB2	POMC_ADRB2	undefined	32196115;
RLN2	ADRB2	RLN2_ADRB2	undefined	32196115;
ADCYAP1	ADRB2	ADCYAP1_ADRB2	undefined	32196115;
CALCA	ADRB2	CALCA_ADRB2	undefined	32196115;
ADM	ADRB2	ADM_ADRB2	undefined	32196115;
CGA	ADRB2	CGA_ADRB2	undefined	32196115;
GCG	ADRB2	GCG_ADRB2	undefined	32196115;
VIP	ADRB2	VIP_ADRB2	undefined	32196115;
ADM2	ADRB2	ADM2_ADRB2	undefined	32196115;
NPS	ADRB2	NPS_ADRB2	undefined	32196115;
FSHB	ADRB2	FSHB_ADRB2	undefined	32196115;
CALCB	ADRB2	CALCB_ADRB2	undefined	32196115;
RLN3	ADRB2	RLN3_ADRB2	undefined	32196115;
GIP	ADRB2	GIP_ADRB2	undefined	32196115;
INSL3	ADRB2	INSL3_ADRB2	undefined	32196115;
GNAI2	S1PR1	GNAI2_S1PR1	undefined	32196115;
PDGFB	S1PR1	PDGFB_S1PR1	undefined	32196115;
PENK	MRGPRX1	PENK_MRGPRX1	undefined	15163697;15163697,11850634,23396314
GNAI2	CHRM1	GNAI2_CHRM1	undefined	8190105
LAMA3	SDC2	LAMA3_SDC2	undefined	11373281
LAMA1	SDC2	LAMA1_SDC2	undefined	32196115;
SERPINC1	SDC2	SERPINC1_SDC2	undefined	1315572
FN1	SDC2	FN1_SDC2	undefined	10772816
GNAI2	P2RY12	GNAI2_P2RY12	undefined	8554519
PLAU	MRC2	PLAU_MRC2	undefined	11413046,7904248;
CER1	MRC2	CER1_MRC2	undefined	32103204
NPY	NPFFR2	NPY_NPFFR2	undefined	11325787;12609745
CRISP2	CATSPER1	CRISP2_CATSPER1	undefined	30759213
SHBG	GPRC6A	SHBG_GPRC6A	undefined	31857654
CXCL2	XCR1	CXCL2_XCR1	undefined	10679309;10518929
C1QA	CSPG4	C1QA_CSPG4	undefined	9013976
C4B	CD46	C4B_CD46	undefined	1717583
B2M	LILRB1	B2M_LILRB1	undefined	12897781
HLA-A	LILRB1	HLA-A_LILRB1	undefined	12897781
INS	LILRB1	INS_LILRB1	undefined	32103204
HLA-C	LILRB1	HLA-C_LILRB1	undefined	12853576
HLA-B	LILRB1	HLA-B_LILRB1	undefined	12853576
SEMA4D	MET	SEMA4D_MET	undefined	12198496
SEMA5A	MET	SEMA5A_MET	undefined	15218527
ASIP	MC5R	ASIP_MC5R	undefined	9058374
CD55	ADGRE2	CD55_ADGRE2	undefined	9064337;
GHRL	GHRHR	GHRL_GHRHR	undefined	10461027
SEMA4B	DCBLD2	SEMA4B_DCBLD2	undefined	17213806
GHRH	PTH1R	GHRH_PTH1R	undefined	32196115;
AVP	PTH1R	AVP_PTH1R	undefined	32196115;
POMC	PTH1R	POMC_PTH1R	undefined	32196115;
RLN2	PTH1R	RLN2_PTH1R	undefined	32196115;
ADCYAP1	PTH1R	ADCYAP1_PTH1R	undefined	32196115;
CALCA	PTH1R	CALCA_PTH1R	undefined	32196115;
ADM	PTH1R	ADM_PTH1R	undefined	32196115;
CGA	PTH1R	CGA_PTH1R	undefined	32196115;
GCG	PTH1R	GCG_PTH1R	undefined	32196115;
VIP	PTH1R	VIP_PTH1R	undefined	32196115;
ADM2	PTH1R	ADM2_PTH1R	undefined	32196115;
NPS	PTH1R	NPS_PTH1R	undefined	32196115;
FSHB	PTH1R	FSHB_PTH1R	undefined	32196115;
CALCB	PTH1R	CALCB_PTH1R	undefined	32196115;
RLN3	PTH1R	RLN3_PTH1R	undefined	32196115;
GIP	PTH1R	GIP_PTH1R	undefined	32196115;
INSL3	PTH1R	INSL3_PTH1R	undefined	32196115;
AVP	OXTR	AVP_OXTR	undefined	12446593;12446593,15084136,10519430,7774575,11337500,16158071,7475979,8955347,7921229
HLA-A	KIR3DL2	HLA-A_KIR3DL2	undefined	15719024;15719024,8617928,8760804
CCL16	CCR8	CCL16_CCR8	undefined	10910894
CCL4	CCR8	CCL4_CCR8	undefined	10699158
AVP	VIPR1	AVP_VIPR1	undefined	32196115;
PTHLH	VIPR1	PTHLH_VIPR1	undefined	32196115;
POMC	VIPR1	POMC_VIPR1	undefined	32196115;
RLN2	VIPR1	RLN2_VIPR1	undefined	32196115;
ADCYAP1	VIPR1	ADCYAP1_VIPR1	undefined	11897681;11897681,9928018,11931347,16930633,8791009,12429744
CALCA	VIPR1	CALCA_VIPR1	undefined	32196115;
ADM	VIPR1	ADM_VIPR1	undefined	32196115;
CGA	VIPR1	CGA_VIPR1	undefined	32196115;
GCG	VIPR1	GCG_VIPR1	undefined	32196115;
ADM2	VIPR1	ADM2_VIPR1	undefined	32196115;
GNAS	VIPR1	GNAS_VIPR1	undefined	11812005
NPS	VIPR1	NPS_VIPR1	undefined	32196115;
FSHB	VIPR1	FSHB_VIPR1	undefined	32196115;
CALCB	VIPR1	CALCB_VIPR1	undefined	32196115;
RLN3	VIPR1	RLN3_VIPR1	undefined	32196115;
GIP	VIPR1	GIP_VIPR1	undefined	32196115;
INSL3	VIPR1	INSL3_VIPR1	undefined	32196115;
GHRL	GPR39	GHRL_GPR39	undefined	16284174
RLN2	RXFP3	RLN2_RXFP3	undefined	32103204
F11	GP1BA	F11_GP1BA	undefined	11696542
APOD	LEPR	APOD_LEPR	undefined	11344130
RTN4	RTN4RL1	RTN4_RTN4RL1	undefined	32196115;
DKK1	KREMEN1	DKK1_KREMEN1	undefined	12050670
DKK3	KREMEN1	DKK3_KREMEN1	undefined	12527209
OBP2A	OR1G1	OBP2A_OR1G1	undefined	12379593
BSG	SELE	BSG_SELE	undefined	19443639
AFDN	EPHB3	AFDN_EPHB3	undefined	9707552
CCL25	CCR10	CCL25_CCR10	undefined	10706668
CCL7	CCR10	CCL7_CCR10	undefined	9364936
CXCL12	CCR4	CXCL12_CCR4	undefined	32196115;
CCL3	CCR4	CCL3_CCR4	undefined	8573157
NTN4	UNC5A	NTN4_UNC5A	undefined	17174565
PTGS2	PTGDR2	PTGS2_PTGDR2	undefined	11208866
AMELX	LAMP1	AMELX_LAMP1	undefined	20382373
CORT	MRGPRX2	CORT_MRGPRX2	undefined	12915402
ASIP	MC2R	ASIP_MC2R	undefined	9058374
F10	F3	F10_F3	undefined	26198319,32196115;8702971
IL6	F3	IL6_F3	undefined	32196115;
F7	F3	F7_F3	undefined	12787023;12787023,99
PTN	PTPRB	PTN_PTPRB	undefined	26198319
B2M	KIR2DL1	B2M_KIR2DL1	undefined	32196115;
HLA-A	KIR2DL1	HLA-A_KIR2DL1	undefined	22772445;
IL22	IL21R	IL22_IL21R	undefined	15546387;
NRG1	MS4A4A	NRG1_MS4A4A	undefined	32103204
PTGS2	CAV1	PTGS2_CAV1	undefined	11432874
PLAU	PLAUR	PLAU_PLAUR	undefined	16456079;16456079,3031025,11501527,3023326
MMP12	PLAUR	MMP12_PLAUR	undefined	12195704
FN1	PLAUR	FN1_PLAUR	undefined	2413022
BMP8B	PLAUR	BMP8B_PLAUR	undefined	32103204
WNT5B	KLRG2	WNT5B_KLRG2	undefined	32103204
HLA-G	KIR2DL4	HLA-G_KIR2DL4	undefined	10190900
LEFTY2	ACVR2B	LEFTY2_ACVR2B	undefined	11952836
GDF2	ACVR2B	GDF2_ACVR2B	undefined	26198319,32196115;15851468
NRG1	ADGRL1	NRG1_ADGRL1	undefined	32103204
LAMB3	COL17A1	LAMB3_COL17A1	undefined	32196115;
NPPB	NPR2	NPPB_NPR2	undefined	26198319,32196115,32103204;2570358
NPPA	NPR2	NPPA_NPR2	undefined	32103204
RGMA	NEO1	RGMA_NEO1	undefined	26198319,32196115;15258590
ANXA1	FPR3	ANXA1_FPR3	undefined	15187149
B2M	KIR2DL3	B2M_KIR2DL3	undefined	32196115;
HLA-A	KIR2DL3	HLA-A_KIR2DL3	undefined	22772445;
CXCL9	KIR2DL3	CXCL9_KIR2DL3	undefined	32103204
HLA-B	KIR2DL3	HLA-B_KIR2DL3	undefined	28514659;
CD5L	CD5	CD5L_CD5	undefined	9723705
GHRH	ADRB3	GHRH_ADRB3	undefined	32196115;
AVP	ADRB3	AVP_ADRB3	undefined	32196115;
PTHLH	ADRB3	PTHLH_ADRB3	undefined	32196115;
POMC	ADRB3	POMC_ADRB3	undefined	32196115;
RLN2	ADRB3	RLN2_ADRB3	undefined	32196115;
ADCYAP1	ADRB3	ADCYAP1_ADRB3	undefined	32196115;
ADM	ADRB3	ADM_ADRB3	undefined	32196115;
CGA	ADRB3	CGA_ADRB3	undefined	32196115;
GCG	ADRB3	GCG_ADRB3	undefined	32196115;
VIP	ADRB3	VIP_ADRB3	undefined	32196115;
ADM2	ADRB3	ADM2_ADRB3	undefined	32196115;
GNAS	ADRB3	GNAS_ADRB3	undefined	8011597
NPS	ADRB3	NPS_ADRB3	undefined	32196115;
FSHB	ADRB3	FSHB_ADRB3	undefined	32196115;
CALCB	ADRB3	CALCB_ADRB3	undefined	32196115;
RLN3	ADRB3	RLN3_ADRB3	undefined	32196115;
GIP	ADRB3	GIP_ADRB3	undefined	32196115;
INSL3	ADRB3	INSL3_ADRB3	undefined	32196115;
DEFB4B	CCR6	DEFB4B_CCR6	undefined	26198319
MDK	SDC3	MDK_SDC3	undefined	9089390
COL5A1	SDC3	COL5A1_SDC3	undefined	26198319,32196115;11751872
SHBG	SLC37A1	SHBG_SLC37A1	undefined	15862967
CD24	SIGLEC10	CD24_SIGLEC10	undefined	31367043
LAMA2	RPSA	LAMA2_RPSA	undefined	2970671;2970671,111
LAMA1	RPSA	LAMA1_RPSA	undefined	2970671
LAMB2	RPSA	LAMB2_RPSA	undefined	2970671
F8	ASGR2	F8_ASGR2	undefined	15946216
HP	ASGR2	HP_ASGR2	undefined	32196115;
EDN2	KEL	EDN2_KEL	undefined	10438732
EDN1	KEL	EDN1_KEL	undefined	10438732
NCAM1	GFRA1	NCAM1_GFRA1	undefined	12837245
VEGFA	RET	VEGFA_RET	undefined	32196115;
PIGA	PIGR	PIGA_PIGR	undefined	17237408
PLAU	IGF2R	PLAU_IGF2R	undefined	9566979
HSPG2	PTPRS	HSPG2_PTPRS	undefined	11865065
RARRES2	CCRL2	RARRES2_CCRL2	undefined	18794339
CCL5	CCRL2	CCL5_CCRL2	undefined	18397265,21056554
PDYN	GRM7	PDYN_GRM7	undefined	32196115;
AGT	GRM7	AGT_GRM7	undefined	32196115;
CXCL12	GRM7	CXCL12_GRM7	undefined	32196115;
CCL5	GRM7	CCL5_GRM7	undefined	32196115;
NMS	GRM7	NMS_GRM7	undefined	32196115;
APLN	GRM7	APLN_GRM7	undefined	32196115;10617103,9792798,12603839,15341513,10777510,12939143,11336787
NPY	GRM7	NPY_GRM7	undefined	32196115;
CCL25	GRM7	CCL25_GRM7	undefined	32196115;
POMC	GRM7	POMC_GRM7	undefined	32196115;
SAA1	GRM7	SAA1_GRM7	undefined	32196115;
PYY	GRM7	PYY_GRM7	undefined	32196115;
CCL16	GRM7	CCL16_GRM7	undefined	32196115;
CXCL2	GRM7	CXCL2_GRM7	undefined	32196115;
CXCL1	GRM7	CXCL1_GRM7	undefined	32196115;
PPY	GRM7	PPY_GRM7	undefined	32196115;
CXCL9	GRM7	CXCL9_GRM7	undefined	32196115;
CCL20	GRM7	CCL20_GRM7	undefined	32196115;
CCL28	GRM7	CCL28_GRM7	undefined	32196115;
RLN3	GRM7	RLN3_GRM7	undefined	32196115;
CORT	GRM7	CORT_GRM7	undefined	32196115;
ANXA1	GRM7	ANXA1_GRM7	undefined	32196115;
GNAS	AVPR2	GNAS_AVPR2	undefined	8621513
S100A10	TRPV6	S100A10_TRPV6	undefined	18187190
ADM2	CALCR	ADM2_CALCR	undefined	15692146
MBL2	CALCR	MBL2_CALCR	undefined	11560994
TNFSF13B	TFRC	TNFSF13B_TFRC	undefined	32103204
TF	TFRC	TF_TFRC	undefined	16354665;6270680,12210842,6268632,16354665
B2M	TFRC	B2M_TFRC	undefined	32196115;
VEGFC	NRP2	VEGFC_NRP2	undefined	8612600
ADCYAP1	DPP4	ADCYAP1_DPP4	undefined	29451201,16406202
GCG	DPP4	GCG_DPP4	undefined	16517403
NPPB	DPP4	NPPB_DPP4	undefined	16254193
NPY	DPP4	NPY_DPP4	undefined	30759373
VIP	DPP4	VIP_DPP4	undefined	26919392
ADA	DPP4	ADA_DPP4	undefined	15213224;21738897
MMP9	TLR9	MMP9_TLR9	undefined	23827939
B2M	CD247	B2M_CD247	undefined	32196115;
COL4A6	CD47	COL4A6_CD47	undefined	32196115;
COL4A4	CD47	COL4A4_CD47	undefined	32196115;
COL4A3	CD47	COL4A3_CD47	undefined	10493512
COL4A1	CD47	COL4A1_CD47	undefined	32196115;
CD55	CR1	CD55_CR1	undefined	11694537
C4A	CR1	C4A_CR1	undefined	8422437
C4B	CR1	C4B_CR1	undefined	10528211
C1QA	CR1	C1QA_CR1	undefined	10528211
GNAS	ADORA1	GNAS_ADORA1	undefined	10521440
AFDN	NECTIN4	AFDN_NECTIN4	undefined	25926640
ASIP	F11R	ASIP_F11R	undefined	26198319,32196115;11447115
AFDN	F11R	AFDN_F11R	undefined	10856295
B2M	CD1B	B2M_CD1B	undefined	12118248
PSAP	CD1B	PSAP_CD1B	undefined	14716313
NPPC	NPR1	NPPC_NPR1	undefined	32103204
AFDN	EPHA7	AFDN_EPHA7	undefined	9707552
CEACAM16	TECTB	CEACAM16_TECTB	undefined	25080593
CD59	CD2	CD59_CD2	undefined	1385156
NMB	BRS3	NMB_BRS3	undefined	26198319,32196115;9920658
EDN1	ADGRL4	EDN1_ADGRL4	undefined	32196115;
MDK	TSPAN1	MDK_TSPAN1	undefined	18851943
GDF9	BMPR1A	GDF9_BMPR1A	undefined	12135884;12135884,11
TNFSF13B	CD40	TNFSF13B_CD40	undefined	32103204
ANGPTL2	TIE1	ANGPTL2_TIE1	undefined	32196115;
ANGPT4	TIE1	ANGPT4_TIE1	undefined	15851516;
ANGPT1	TIE1	ANGPT1_TIE1	undefined	11172728
CXCL12	SDC4	CXCL12_SDC4	undefined	32196115;
CCL5	SDC4	CCL5_SDC4	undefined	26198319,32196115;14637022
LAMA1	SDC4	LAMA1_SDC4	undefined	32196115;
EFNA4	EPHA10	EFNA4_EPHA10	undefined	11114742
BMP7	ENG	BMP7_ENG	undefined	9872992
GDF2	ENG	GDF2_ENG	undefined	28564608;7068149
BMP2	ENG	BMP2_ENG	undefined	9872992
TAC3	TACR2	TAC3_TACR2	undefined	8925404,10189055;8925404,9190866,7682062,7961636,10189055
CXCL12	CXCR3	CXCL12_CXCR3	undefined	26198319,32196115,32103204;9660793
CCL5	CXCR3	CCL5_CXCR3	undefined	26198319,32196115,32103204;9660793
CCL7	CXCR3	CCL7_CXCR3	undefined	9660793
ZG16B	TLR4	ZG16B_TLR4	undefined	20802527
RIMS1	SLC18A3	RIMS1_SLC18A3	undefined	32196115;
AGRN	MUSK	AGRN_MUSK	undefined	8653787
COLQ	MUSK	COLQ_MUSK	undefined	15159418
ADIPOQ	CNR2	ADIPOQ_CNR2	undefined	32103204
CCL4	CNR2	CCL4_CNR2	undefined	32103204
RGMA	BMPR2	RGMA_BMPR2	undefined	32196115;
VEGFA	EPHB2	VEGFA_EPHB2	undefined	26198319,32196115,32103204;17318185
AFDN	EPHB2	AFDN_EPHB2	undefined	9707552
PLTP	ABCA1	PLTP_ABCA1	undefined	14559902
HLA-C	NOTCH4	HLA-C_NOTCH4	undefined	32196115;
GDNF	EDNRB	GDNF_EDNRB	undefined	32196115;
ADCYAP1	GPR20	ADCYAP1_GPR20	undefined	32196115;
