Lig	Rec	LigRec	pathway	evidence
COL4A3	ITGB3	COL4A3_ITGB3	undefined	12842087;
COL4A4	ITGB3	COL4A4_ITGB3	undefined	32196115;
HLA-A	CD3G	HLA-A_CD3G	undefined	32196115;
CNTN4	PTPRG	CNTN4_PTPRG	undefined	20133774
TCTN1	TMEM67	TCTN1_TMEM67	undefined	21725307
NPS	ADCYAP1R1	NPS_ADCYAP1R1	undefined	32196115;
NPS	GPR84	NPS_GPR84	undefined	32196115;
NPS	TSHR	NPS_TSHR	undefined	32196115;
DSCAM	DCC	DSCAM_DCC	undefined	19196994;
POMC	ADCYAP1R1	POMC_ADCYAP1R1	undefined	32196115;
POMC	GPR84	POMC_GPR84	undefined	32196115;
POMC	TSHR	POMC_TSHR	undefined	32196115;
FBLN2	ITGB3	FBLN2_ITGB3	undefined	10848816
NXPH1	NRXN1	NXPH1_NRXN1	undefined	26198319,32196115;9856994,8699246,9856994
NXPH1	NRXN3	NXPH1_NRXN3	undefined	26198319,32196115;9856994
SAA1	FPR1	SAA1_FPR1	undefined	10753626
TF	LDLR	TF_LDLR	undefined	32196115;
TF	TFR2	TF_TFR2	undefined	11027676
TF	HFE	TF_HFE	undefined	15056661
ARTN	GFRA2	ARTN_GFRA2	undefined	32196115;
GCG	ADCYAP1R1	GCG_ADCYAP1R1	undefined	32196115;
GCG	GPR84	GCG_GPR84	undefined	32196115;
GCG	TSHR	GCG_TSHR	undefined	32196115;
ADIPOQ	GPR42	ADIPOQ_GPR42	undefined	32103204
NLGN1	NRXN3	NLGN1_NRXN3	undefined	8576240
C4A	C5AR2	C4A_C5AR2	undefined	11773063
RLN3	ADCYAP1R1	RLN3_ADCYAP1R1	undefined	32196115;
RLN3	TSHR	RLN3_TSHR	undefined	32196115;
RLN3	GPR84	RLN3_GPR84	undefined	32196115;
HLA-B	CD3G	HLA-B_CD3G	undefined	32196115;
GDNF	GFRA2	GDNF_GFRA2	undefined	9182803;9182803,941
HLA-G	KLRC1	HLA-G_KLRC1	undefined	9295021
FSHB	ADCYAP1R1	FSHB_ADCYAP1R1	undefined	32196115;
FSHB	TSHR	FSHB_TSHR	undefined	32196115;
FSHB	GPR84	FSHB_GPR84	undefined	32196115;
LRPAP1	LDLR	LRPAP1_LDLR	undefined	7822276
C1QTNF5	MFRP	C1QTNF5_MFRP	undefined	21810984;12944416
CALCB	ADCYAP1R1	CALCB_ADCYAP1R1	undefined	32196115;
CALCB	TSHR	CALCB_TSHR	undefined	32196115;
CALCB	GPR84	CALCB_GPR84	undefined	32196115;
ADM	ADCYAP1R1	ADM_ADCYAP1R1	undefined	32196115;
ADM	TSHR	ADM_TSHR	undefined	32196115;
ADM	GPR84	ADM_GPR84	undefined	32196115;
PTHLH	ADCYAP1R1	PTHLH_ADCYAP1R1	undefined	32196115;
PTHLH	GPR84	PTHLH_GPR84	undefined	32196115;
CGA	ADCYAP1R1	CGA_ADCYAP1R1	undefined	32196115;
S100A10	CFTR	S100A10_CFTR	undefined	19847291
PLAU	ITGA3	PLAU_ITGA3	undefined	32196115;
LGALS8	ITGA3	LGALS8_ITGA3	undefined	10852818
NID1	ITGA3	NID1_ITGA3	undefined	32196115;
CALR	ITGA3	CALR_ITGA3	undefined	8006073;8006073,113
TIMP2	ITGA3	TIMP2_ITGA3	undefined	12887919;12887919,16
ADAM9	ITGA3	ADAM9_ITGA3	undefined	15361064
COL18A1	ITGA3	COL18A1_ITGA3	undefined	32196115;
VTN	ITGA3	VTN_ITGA3	undefined	32196115;
S100A4	PGLYRP1	S100A4_PGLYRP1	undefined	30713770,26654597
HLA-G	CD4	HLA-G_CD4	undefined	32196115;
CXCL12	CD4	CXCL12_CD4	undefined	10600606
SLPI	CD4	SLPI_CD4	undefined	32196115;
PIP	CD4	PIP_CD4	undefined	10820003
CPAMD8	SCTR	CPAMD8_SCTR	undefined	1335692
ADCYAP1	SCTR	ADCYAP1_SCTR	undefined	1335692
VIP	SCTR	VIP_SCTR	undefined	8390245;1646711
RTN4	RTN4R	RTN4_RTN4R	undefined	11201742;11201742,16
OMG	RTN4R	OMG_RTN4R	undefined	12068310
CD70	TNFRSF17	CD70_TNFRSF17	undefined	32103204
ST6GAL1	CD22	ST6GAL1_CD22	undefined	1717156
HP	CD22	HP_CD22	undefined	9127741
FASLG	TNFRSF1A	FASLG_TNFRSF1A	undefined	32196115,32103204;
IL2	NGFR	IL2_NGFR	undefined	1316918
RTN4	NGFR	RTN4_NGFR	undefined	32196115;
OMG	NGFR	OMG_NGFR	undefined	32196115;
APP	NGFR	APP_NGFR	undefined	11756426;
NTS	NGFR	NTS_NGFR	undefined	32196115;
BDNF	DRD4	BDNF_DRD4	undefined	32196115;
PYY	FAP	PYY_FAP	undefined	21314817
NPY	FAP	NPY_FAP	undefined	21314817
INHA	TGFBR3	INHA_TGFBR3	undefined	12493742;12493742,11
INHBA	TGFBR3	INHBA_TGFBR3	undefined	10746731
PROC	PROCR	PROC_PROCR	undefined	11099506;7929370,11099506,10681521
PF4	PROCR	PF4_PROCR	undefined	9395524
IL16	KCND1	IL16_KCND1	undefined	26198319,32196115;10479680
GHRL	MLNR	GHRL_MLNR	undefined	12606621
MLN	MLNR	MLN_MLNR	undefined	10381885;10381885,15677347,11461914,11781320,16531413,11259768,10381885,12054506
COL2A1	TNFRSF10A	COL2A1_TNFRSF10A	undefined	9811967
RIMS1	SLC17A7	RIMS1_SLC17A7	undefined	32196115;
APP	APLP1	APP_APLP1	undefined	19126676
BTLA	CD79A	BTLA_CD79A	undefined	19155498
CXCL8	CD79A	CXCL8_CD79A	undefined	32196115
FN1	CD79A	FN1_CD79A	undefined	32196115;
KLK3	EPOR	KLK3_EPOR	undefined	10374881
KITLG	EPOR	KITLG_EPOR	undefined	11124255
APP	TSPAN12	APP_TSPAN12	undefined	28066176
ADAM10	TSPAN12	ADAM10_TSPAN12	undefined	19587294
C1QB	C1QBP	C1QB_C1QBP	undefined	31744753
GNRH2	GNRHR	GNRH2_GNRHR	undefined	17942747;17452338,17942747,19638591
HBEGF	CD82	HBEGF_CD82	undefined	10749879
IL22	IL10RA	IL22_IL10RA	undefined	10875937;58985
LTA	LTBR	LTA_LTBR	undefined	8171323
GNAI2	OPRD1	GNAI2_OPRD1	undefined	1671672
CXCL13	OPRD1	CXCL13_OPRD1	undefined	32196115;
PODXL2	SELL	PODXL2_SELL	undefined	26198319,32196115;12889478
VCAN	SELL	VCAN_SELL	undefined	32196115;
CD34	SELL	CD34_SELL	undefined	7692600;12889478
MUC7	SELL	MUC7_SELL	undefined	9538010
CFH	SELL	CFH_SELL	undefined	26198319,32196115;10377245
NPY	PRLHR	NPY_PRLHR	undefined	15885496
CORT	GHSR	CORT_GHSR	undefined	11227737
GDF9	ACVR2A	GDF9_ACVR2A	undefined	12135884
CFC1	ACVR2A	CFC1_ACVR2A	undefined	32196115;
BMP15	ACVR2A	BMP15_ACVR2A	undefined	26198319
LEFTY1	ACVR2A	LEFTY1_ACVR2A	undefined	32196115;
INHA	ACVR2A	INHA_ACVR2A	undefined	12493742
LEFTY2	ACVR2A	LEFTY2_ACVR2A	undefined	32196115;
ADCYAP1	RAMP3	ADCYAP1_RAMP3	undefined	23745705;
GHRH	RAMP3	GHRH_RAMP3	undefined	32196115;
CALCA	RAMP3	CALCA_RAMP3	undefined	30139742;
ADM	RAMP3	ADM_RAMP3	undefined	14712479;
CGA	RAMP3	CGA_RAMP3	undefined	32196115;
GCG	RAMP3	GCG_RAMP3	undefined	19886671;
TSHB	RAMP3	TSHB_RAMP3	undefined	32196115;
PTH2	RAMP3	PTH2_RAMP3	undefined	12446722;
AVP	RAMP3	AVP_RAMP3	undefined	32196115;
VIP	RAMP3	VIP_RAMP3	undefined	23745705;
PTH	RAMP3	PTH_RAMP3	undefined	32196115;
ADM2	RAMP3	ADM2_RAMP3	undefined	27013657;
PTHLH	RAMP3	PTHLH_RAMP3	undefined	32196115;
NPS	RAMP3	NPS_RAMP3	undefined	32196115;
FSHB	RAMP3	FSHB_RAMP3	undefined	32196115;
POMC	RAMP3	POMC_RAMP3	undefined	32196115;
RLN2	RAMP3	RLN2_RAMP3	undefined	32196115;
CALCB	RAMP3	CALCB_RAMP3	undefined	26423127;
RLN3	RAMP3	RLN3_RAMP3	undefined	32196115;
GIP	RAMP3	GIP_RAMP3	undefined	32196115;
CRH	RAMP3	CRH_RAMP3	undefined	32196115;
INSL3	RAMP3	INSL3_RAMP3	undefined	32196115;
APOA2	LRP1	APOA2_LRP1	undefined	32196115;
AGRN	LRP1	AGRN_LRP1	undefined	32196115;
GPC3	LRP1	GPC3_LRP1	undefined	32196115;
PDGFB	LRP1	PDGFB_LRP1	undefined	11854294
A2M	LRP1	A2M_LRP1	undefined	10652313
APOC2	LRP1	APOC2_LRP1	undefined	32196115;
SERPINA1	LRP1	SERPINA1_LRP1	undefined	8626456;8626456,151
SERPINE2	LRP1	SERPINE2_LRP1	undefined	14596620
HSPG2	LRP1	HSPG2_LRP1	undefined	7526899;
MMP13	LRP1	MMP13_LRP1	undefined	10514495
APOE	LRP1	APOE_LRP1	undefined	11421580
PCSK9	LRP1	PCSK9_LRP1	undefined	28495363
MMP9	LRP1	MMP9_LRP1	undefined	11279011
HSP90B1	LRP1	HSP90B1_LRP1	undefined	11290339;
PLAU	LRP1	PLAU_LRP1	undefined	11560943
LRPAP1	LRP1	LRPAP1_LRP1	undefined	14596620;14596620,10747918,1374383,1718973
C3	LRP1	C3_LRP1	undefined	10608878
FCN2	LRP1	FCN2_LRP1	undefined	21054788
THBS1	LRP1	THBS1_LRP1	undefined	9045712;9045712,15
APOA4	LRP1	APOA4_LRP1	undefined	32196115;
CALR	LRP1	CALR_LRP1	undefined	14980518,22045000;14980518,13
C1QB	LRP1	C1QB_LRP1	undefined	11560994
C4BPA	LRP1	C4BPA_LRP1	undefined	11705989
VWF	LRP1	VWF_LRP1	undefined	22234691
F8	LRP1	F8_LRP1	undefined	11560943;11560943,13
HPX	LRP1	HPX_LRP1	undefined	31078524;
APP	LRP1	APP_LRP1	undefined	12212791;12212791,75
LPL	LRP1	LPL_LRP1	undefined	7510694;1281473,7510694,7989348
LIPC	LRP1	LIPC_LRP1	undefined	9716487;9716487,127
PF4	LRP1	PF4_LRP1	undefined	20806113
PSAP	LRP1	PSAP_LRP1	undefined	9707421
WNT3A	LRP1	WNT3A_LRP1	undefined	14739301
ASIP	MC3R	ASIP_MC3R	undefined	9058374
AGRP	MC3R	AGRP_MC3R	undefined	9311920;9311920,9819197,9893984,11747427
APP	PTGER2	APP_PTGER2	undefined	24069330
F12	CD93	F12_CD93	undefined	11204562;11204562,87
COL4A3	CD93	COL4A3_CD93	undefined	1377218
COL4A6	CD93	COL4A6_CD93	undefined	1377218
COL4A5	CD93	COL4A5_CD93	undefined	1377218
KNG1	CD93	KNG1_CD93	undefined	12213329;12213329,87
SFTPA2	CD93	SFTPA2_CD93	undefined	9476117
COL4A2	CD93	COL4A2_CD93	undefined	1377218
COL4A4	CD93	COL4A4_CD93	undefined	9136074
MBL2	CD93	MBL2_CD93	undefined	9476117
COL1A2	CD93	COL1A2_CD93	undefined	1377218
COL4A1	CD93	COL4A1_CD93	undefined	1377218
C1QA	CD93	C1QA_CD93	undefined	9476117
GNAI2	S1PR4	GNAI2_S1PR4	undefined	32196115;
KISS1	MMP24	KISS1_MMP24	undefined	12879005
IGFL2	IGFLR1	IGFL2_IGFLR1	undefined	21454693
IGFL1	IGFLR1	IGFL1_IGFLR1	undefined	21454693
HLA-B	CANX	HLA-B_CANX	undefined	7876141
GALP	GALR3	GALP_GALR3	undefined	9832121;9832121,159
NTNG2	LRRC4	NTNG2_LRRC4	undefined	17973922
WNT4	SMO	WNT4_SMO	undefined	32103204
BMP2	SMO	BMP2_SMO	undefined	32103204
SHH	SMO	SHH_SMO	undefined	16867986
CCL5	ACKR4	CCL5_ACKR4	undefined	21056554,12885941;9469451
CCL11	ACKR4	CCL11_ACKR4	undefined	10734104
CCL7	ACKR4	CCL7_ACKR4	undefined	10734104
PDGFB	ART1	PDGFB_ART1	undefined	11498506
HLA-A	LILRA1	HLA-A_LILRA1	undefined	21559424
HLA-C	LILRA1	HLA-C_LILRA1	undefined	21270408
HLA-B	LILRA1	HLA-B_LILRA1	undefined	19230061
AFDN	NECTIN2	AFDN_NECTIN2	undefined	26198319,32196115
ADCYAP1	RAMP2	ADCYAP1_RAMP2	undefined	23745705;
GHRH	RAMP2	GHRH_RAMP2	undefined	32196115;
CALCA	RAMP2	CALCA_RAMP2	undefined	16531504
ADM	RAMP2	ADM_RAMP2	undefined	9620797
CGA	RAMP2	CGA_RAMP2	undefined	32196115;
GCG	RAMP2	GCG_RAMP2	undefined	32196115;
TSHB	RAMP2	TSHB_RAMP2	undefined	32196115;
PTH2	RAMP2	PTH2_RAMP2	undefined	32196115;
AVP	RAMP2	AVP_RAMP2	undefined	32196115;
VIP	RAMP2	VIP_RAMP2	undefined	23745705;
PTH	RAMP2	PTH_RAMP2	undefined	32196115;
ADM2	RAMP2	ADM2_RAMP2	undefined	32196115;
PTHLH	RAMP2	PTHLH_RAMP2	undefined	32196115;
NPS	RAMP2	NPS_RAMP2	undefined	32196115;
FSHB	RAMP2	FSHB_RAMP2	undefined	32196115;
POMC	RAMP2	POMC_RAMP2	undefined	32196115;
RLN2	RAMP2	RLN2_RAMP2	undefined	32196115;
CALCB	RAMP2	CALCB_RAMP2	undefined	26423127;
RLN3	RAMP2	RLN3_RAMP2	undefined	32196115;
GIP	RAMP2	GIP_RAMP2	undefined	32196115;
CRH	RAMP2	CRH_RAMP2	undefined	32196115;
INSL3	RAMP2	INSL3_RAMP2	undefined	32196115;
CALCA	RAMP1	CALCA_RAMP1	undefined	9620797;9620797,122
ADM	RAMP1	ADM_RAMP1	undefined	15361343
VIP	RAMP1	VIP_RAMP1	undefined	15361343
ADM2	RAMP1	ADM2_RAMP1	undefined	12684503
CALCB	RAMP1	CALCB_RAMP1	undefined	12529937
GUCA2B	GUCY2D	GUCA2B_GUCY2D	undefined	9698373
CLEC3A	CLEC10A	CLEC3A_CLEC10A	undefined	32196115;
ARF1	CHRM3	ARF1_CHRM3	undefined	12799371
VEGFC	LYVE1	VEGFC_LYVE1	undefined	32196115;
PCSK9	SORT1	PCSK9_SORT1	undefined	24506872
NGF	SORT1	NGF_SORT1	undefined	14985763
LRPAP1	SORT1	LRPAP1_SORT1	undefined	9013611
BDNF	SORT1	BDNF_SORT1	undefined	15987945
PSAP	SORT1	PSAP_SORT1	undefined	32196115;
MFNG	NOTCH2	MFNG_NOTCH2	undefined	26198319,32196115;11346656
PSEN1	NOTCH2	PSEN1_NOTCH2	undefined	26198319,32196115;11518718
ADAM10	NOTCH2	ADAM10_NOTCH2	undefined	24842903
APP	NOTCH2	APP_NOTCH2	undefined	16118793
NGF	KIDINS220	NGF_KIDINS220	undefined	32196115;
CCL16	HRH4	CCL16_HRH4	undefined	15265943
GNAI2	MTNR1B	GNAI2_MTNR1B	undefined	17215244
DSC3	DSG3	DSC3_DSG3	undefined	27298358
DSC1	DSG3	DSC1_DSG3	undefined	27298358
DSC3	DSG1	DSC3_DSG1	undefined	27298358
FGF19	KLB	FGF19_KLB	undefined	22442730
FGF21	KLB	FGF21_KLB	undefined	22442730
LAMA1	NT5E	LAMA1_NT5E	undefined	10470109
FN1	NT5E	FN1_NT5E	undefined	9361795;9361795,105
LTA	RIPK1	LTA_RIPK1	undefined	32103204
CD14	RIPK1	CD14_RIPK1	undefined	32196115;
CALR	HLA-F	CALR_HLA-F	undefined	32196115;
B2M	HLA-F	B2M_HLA-F	undefined	11169396
HSP90B1	TLR2	HSP90B1_TLR2	undefined	11912201;
BGN	TLR2	BGN_TLR2	undefined	16025156
SAA1	TLR2	SAA1_TLR2	undefined	26290589
VCAN	TLR2	VCAN_TLR2	undefined	19122641
ZG16B	TLR2	ZG16B_TLR2	undefined	20802527
SFTPA1	TLR2	SFTPA1_TLR2	undefined	11724772
RNASE2	TLR2	RNASE2_TLR2	undefined	18195069
MDK	SORL1	MDK_SORL1	undefined	32103204
LRPAP1	SORL1	LRPAP1_SORL1	undefined	11557679;11557679,89
APP	SORL1	APP_SORL1	undefined	24833601
PLAU	ITGAV	PLAU_ITGAV	undefined	32196115;
EDIL3	ITGAV	EDIL3_ITGAV	undefined	11959660
NID1	ITGAV	NID1_ITGAV	undefined	9686320
PDGFB	ITGAV	PDGFB_ITGAV	undefined	32196115;
ICAM4	ITGAV	ICAM4_ITGAV	undefined	15355350;15355350,11
CALR	ITGAV	CALR_ITGAV	undefined	12196561
FGG	ITGAV	FGG_ITGAV	undefined	26198319,32196115;15031111
FGA	ITGAV	FGA_ITGAV	undefined	15031111
MFGE8	ITGAV	MFGE8_ITGAV	undefined	26198319,32196115;24441829
FGB	ITGAV	FGB_ITGAV	undefined	15031111
FBN1	ITGAV	FBN1_ITGAV	undefined	20686071
AZGP1	ITGAV	AZGP1_ITGAV	undefined	9813179
ADAM9	ITGAV	ADAM9_ITGAV	undefined	11162558;11162558,15
VEGFA	ITGAV	VEGFA_ITGAV	undefined	32196115;
ADAM15	ITGAV	ADAM15_ITGAV	undefined	9914169
CP	SLC40A1	CP_SLC40A1	undefined	24921009
SOSTDC1	LRP6	SOSTDC1_LRP6	undefined	19553665,17765217
IGFBP4	LRP6	IGFBP4_LRP6	undefined	18528331
RSPO1	LRP6	RSPO1_LRP6	undefined	18400942
PTH	LRP6	PTH_LRP6	undefined	22589223
RSPO3	LRP6	RSPO3_LRP6	undefined	26198319,32196115;16543246
SOST	LRP6	SOST_LRP6	undefined	15778503
APP	LRP6	APP_LRP6	undefined	30232325
CKLF	LRP6	CKLF_LRP6	undefined	32103204
WNT5A	LRP6	WNT5A_LRP6	undefined	23462101
DKK1	LRP6	DKK1_LRP6	undefined	11516963;11357136,11
DKK2	LRP6	DKK2_LRP6	undefined	11357136;11357136,11742004,11357136
DSC3	DSG2	DSC3_DSG2	undefined	27298358
SAA1	SCARB1	SAA1_SCARB1	undefined	15576377;
PDGFC	PDGFRB	PDGFC_PDGFRB	undefined	32196115;
MFGE8	PDGFRB	MFGE8_PDGFRB	undefined	21868707
PDGFC	FLT4	PDGFC_FLT4	undefined	26198319,32196115,32103204;
COL1A2	FLT4	COL1A2_FLT4	undefined	32196115;
FN1	FLT4	FN1_FLT4	undefined	15389531;
ADCYAP1	VIPR2	ADCYAP1_VIPR2	undefined	9928018;16930633,11978642,9928018,11931347,8146174
LGALS3BP	CD33	LGALS3BP_CD33	undefined	25320078
ICAM4	ITGA2B	ICAM4_ITGA2B	undefined	15355350,12477717;15355350
CALR	ITGA2B	CALR_ITGA2B	undefined	14985176
COL2A1	ITGA2B	COL2A1_ITGA2B	undefined	10772239;10772239,75
COL1A2	ITGA2B	COL1A2_ITGA2B	undefined	11359786
SEMA6D	TYROBP	SEMA6D_TYROBP	undefined	26198319,32196115;16715077
ASIP	ATRN	ASIP_ATRN	undefined	11137996
CALR	SCARF1	CALR_SCARF1	undefined	15371419
CRISP3	A1BG	CRISP3_A1BG	undefined	15461460
IL16	GRIN2D	IL16_GRIN2D	undefined	26198319,32196115,32103204;10479680
PSEN1	NOTCH3	PSEN1_NOTCH3	undefined	26198319,32196115;11518718
THBS2	NOTCH3	THBS2_NOTCH3	undefined	19147503
SCGB3A1	NOTCH3	SCGB3A1_NOTCH3	undefined	32103204
APP	APLP2	APP_APLP2	undefined	19126676
HLA-A	APLP2	HLA-A_APLP2	undefined	19184004
PCSK9	APLP2	PCSK9_APLP2	undefined	28495363
INHBC	ACVR1	INHBC_ACVR1	undefined	26198319,32196115;12651901
GDF2	ACVR1	GDF2_ACVR1	undefined	19996292
BMP2	ACVR1	BMP2_ACVR1	undefined	28977600;8006002
GDF5	ACVR1	GDF5_ACVR1	undefined	8702914
GPC3	CD81	GPC3_CD81	undefined	19574424;23665349
CD99	CD81	CD99_CD81	undefined	21838920
VCAN	SELP	VCAN_SELP	undefined	10950950
SERPING1	SELP	SERPING1_SELP	undefined	14568956
VEGFA	TYRO3	VEGFA_TYRO3	undefined	32196115;
MDK	LRP2	MDK_LRP2	undefined	10772929
PLAU	LRP2	PLAU_LRP2	undefined	8344937
LRPAP1	LRP2	LRPAP1_LRP2	undefined	7512726
ARPC5	LRP2	ARPC5_LRP2	undefined	32196115;
AGT	LRP2	AGT_LRP2	undefined	15467006
GC	LRP2	GC_LRP2	undefined	18194670;
AVP	LRP2	AVP_LRP2	undefined	32196115;
ALB	LRP2	ALB_LRP2	undefined	11158855;11158855,89
APOA2	LRP2	APOA2_LRP2	undefined	32196115;
AGRN	LRP2	AGRN_LRP2	undefined	32196115;
GPC3	LRP2	GPC3_LRP2	undefined	32196115;
TF	LRP2	TF_LRP2	undefined	32196115;
INS	LRP2	INS_LRP2	undefined	9773776
LPA	LRP2	LPA_LRP2	undefined	32196115;10073957
APOA4	LRP2	APOA4_LRP2	undefined	32196115;
EGF	LRP2	EGF_LRP2	undefined	32196115;
CUBN	LRP2	CUBN_LRP2	undefined	11994745;11994745,12
SCGB1A1	LRP2	SCGB1A1_LRP2	undefined	11278724
APOC2	LRP2	APOC2_LRP2	undefined	32196115;
HSPG2	LRP2	HSPG2_LRP2	undefined	32196115;
LPL	LRP2	LPL_LRP2	undefined	7686151
WNT5A	LRP2	WNT5A_LRP2	undefined	32196115;
SHH	LRP2	SHH_LRP2	undefined	16828734;22340494
LCN2	LRP2	LCN2_LRP2	undefined	15670845
LEP	LRP2	LEP_LRP2	undefined	32196115;
PDGFC	KDR	PDGFC_KDR	undefined	26198319,32196115;
GREM1	KDR	GREM1_KDR	undefined	20660291;
TIMP3	KDR	TIMP3_KDR	undefined	12652295
CXCL8	KDR	CXCL8_KDR	undefined	32196115
COL18A1	KDR	COL18A1_KDR	undefined	12682293;12029087
TNFSF12	TNFRSF8	TNFSF12_TNFRSF8	undefined	32196115;
AFDN	NECTIN1	AFDN_NECTIN1	undefined	10225955
LAMA1	GPC1	LAMA1_GPC1	undefined	32196115;
BMP2	GPC1	BMP2_GPC1	undefined	23624389
SLIT1	GPC1	SLIT1_GPC1	undefined	10364234
NRG1	GPC1	NRG1_GPC1	undefined	32196115;
APP	GPC1	APP_GPC1	undefined	15084524
SERPINC1	GPC1	SERPINC1_GPC1	undefined	32196115;
COL18A1	GPC1	COL18A1_GPC1	undefined	11336704
SLIT2	GPC1	SLIT2_GPC1	undefined	11375980;10364234,11375980,10364234
SHH	GPC1	SHH_GPC1	undefined	23931997
VEGFA	GPC1	VEGFA_GPC1	undefined	10196157
CD274	CD80	CD274_CD80	undefined	17629517
RTN4	CNTNAP1	RTN4_CNTNAP1	undefined	14592966
VEGFC	ITGA9	VEGFC_ITGA9	undefined	15590642;
ADAM2	ITGA9	ADAM2_ITGA9	undefined	21060781
PLG	ITGA9	PLG_ITGA9	undefined	15247268
VEGFD	ITGA9	VEGFD_ITGA9	undefined	15590642;
ADAM12	ITGA9	ADAM12_ITGA9	undefined	10944520
TGM2	ITGA9	TGM2_ITGA9	undefined	32196115;
VEGFA	ITGA9	VEGFA_ITGA9	undefined	17363377;
CSF2	ITGA9	CSF2_ITGA9	undefined	32196115;
ADAM15	ITGA9	ADAM15_ITGA9	undefined	10944520
FN1	ITGA9	FN1_ITGA9	undefined	11839764
NPPC	NPR3	NPPC_NPR3	undefined	11533490;11533490,13
NPPB	NPR3	NPPB_NPR3	undefined	1309330;1309330,79
VIP	NPR3	VIP_NPR3	undefined	16723209;
NPPA	NPR3	NPPA_NPR3	undefined	2169733
AGT	ENPEP	AGT_ENPEP	undefined	29900035
SEMA3E	NRP1	SEMA3E_NRP1	undefined	20664165;
CNTN2	NRP1	CNTN2_NRP1	undefined	22836270;
FGF7	NRP1	FGF7_NRP1	undefined	16597617;15695515
NXPH1	NRXN2	NXPH1_NRXN2	undefined	26198319,32196115;9856994
NLGN2	NRXN2	NLGN2_NRXN2	undefined	8576240
NXPH3	NRXN2	NXPH3_NRXN2	undefined	26198319,321961154;9856994
AFDN	NRXN2	AFDN_NRXN2	undefined	9707552
NLGN1	NRXN2	NLGN1_NRXN2	undefined	7736595
NLGN3	NRXN2	NLGN3_NRXN2	undefined	8576240
NCAM1	CACNA1C	NCAM1_CACNA1C	undefined	32196115;
RIMS1	CACNA1C	RIMS1_CACNA1C	undefined	11438519
RSPO2	LGR5	RSPO2_LGR5	undefined	21693646
RSPO3	LGR5	RSPO3_LGR5	undefined	21693646
RSPO1	LGR5	RSPO1_LGR5	undefined	21693646
WNT3A	LGR5	WNT3A_LGR5	undefined	22473993
NRG3	ERBB3	NRG3_ERBB3	undefined	9772300;
AREG	ERBB3	AREG_ERBB3	undefined	8702723
L1CAM	ERBB3	L1CAM_ERBB3	undefined	22815787
TGFA	ERBB3	TGFA_ERBB3	undefined	32196115;
SCGB1A1	LMBR1L	SCGB1A1_LMBR1L	undefined	16423471
GPC3	IGF1R	GPC3_IGF1R	undefined	18413366
INS	IGF1R	INS_IGF1R	undefined	1851182
GNAI2	IGF1R	GNAI2_IGF1R	undefined	11120746
CAMP	IGF1R	CAMP_IGF1R	undefined	32196115;
S100A4	ERBB2	S100A4_ERBB2	undefined	30083275
SEMA4D	ERBB2	SEMA4D_ERBB2	undefined	15210733
HLA-A	ERBB2	HLA-A_ERBB2	undefined	10593938
HSP90B1	ERBB2	HSP90B1_ERBB2	undefined	32196115;
L1CAM	ERBB2	L1CAM_ERBB2	undefined	22815787
MMP9	IFNAR1	MMP9_IFNAR1	undefined	28122987
SYK	FCGR2A	SYK_FCGR2A	undefined	9632805
CXCL9	FCGR2A	CXCL9_FCGR2A	undefined	32103204
TFF1	FCRL4	TFF1_FCRL4	undefined	32103204
PTHLH	PTH2R	PTHLH_PTH2R	undefined	8702701
NRTN	GFRA3	NRTN_GFRA3	undefined	32196115;
GDNF	GFRA3	GDNF_GFRA3	undefined	32196115;
BCAN	EGFR	BCAN_EGFR	undefined	32196115;
S100A4	EGFR	S100A4_EGFR	undefined	30083275
ZP3	EGFR	ZP3_EGFR	undefined	22577141;
NRG1	EGFR	NRG1_EGFR	undefined	32251632
NRG4	EGFR	NRG4_EGFR	undefined	32196115;
ANXA1	EGFR	ANXA1_EGFR	undefined	15581623
L1CAM	EGFR	L1CAM_EGFR	undefined	14718570
EFEMP1	EGFR	EFEMP1_EGFR	undefined	19804359
FGL1	EGFR	FGL1_EGFR	undefined	24768768
GNAI2	EGFR	GNAI2_EGFR	undefined	26198319,32196115;11286993
ANG	EGFR	ANG_EGFR	undefined	30449278
CAMP	EGFR	CAMP_EGFR	undefined	26527065;
LRIG2	EGFR	LRIG2_EGFR	undefined	25353163
VEGFA	EGFR	VEGFA_EGFR	undefined	32196115;
SPINK1	EGFR	SPINK1_EGFR	undefined	21368222
FASLG	TNFRSF10B	FASLG_TNFRSF10B	undefined	32103204
NTF4	NTRK2	NTF4_NTRK2	undefined	7679912;7679912,119
MFNG	NOTCH1	MFNG_NOTCH1	undefined	10935626;10935626,12
PSEN1	NOTCH1	PSEN1_NOTCH1	undefined	10077672;10077672,10206645,12374741
WNT4	NOTCH1	WNT4_NOTCH1	undefined	32103204
DLK2	NOTCH1	DLK2_NOTCH1	undefined	21419176
ADAM17	NOTCH1	ADAM17_NOTCH1	undefined	10882063;10882063,96
MFAP5	NOTCH1	MFAP5_NOTCH1	undefined	16492672
MFAP2	NOTCH1	MFAP2_NOTCH1	undefined	16492672
RBP3	NOTCH1	RBP3_NOTCH1	undefined	26198319,32196115;11511084
NTNG2	LRRC4C	NTNG2_LRRC4C	undefined	32196115;
NTNG1	LRRC4C	NTNG1_LRRC4C	undefined	14595443
PLAU	ST14	PLAU_ST14	undefined	12815039,17255532;10962009
SPINT1	ST14	SPINT1_ST14	undefined	10373425
